/home/raghuIITM/DDP_NER/ddp_slue_dataset/data/slue-voxpopuli/fine-tune
20131007-0900-PLENARY-19-en_20131007-21:26:04_7.ogg	346853
20131007-0900-PLENARY-19-en_20131007-21:26:04_3.ogg	349090
20110705-0900-PLENARY-5-en_20110705-12:06:20_2.ogg	156480
20110705-0900-PLENARY-5-en_20110705-12:06:20_0.ogg	192959
20110705-0900-PLENARY-5-en_20110705-12:06:20_1.ogg	137600
20110705-0900-PLENARY-5-en_20110705-12:13:39_0.ogg	189120
20170313-0900-PLENARY-14-en_20170313-21:48:27_5.ogg	199040
20170313-0900-PLENARY-14-en_20170313-21:48:27_3.ogg	410558
20170313-0900-PLENARY-14-en_20170313-21:48:27_13.ogg	176959
20170313-0900-PLENARY-14-en_20170313-21:48:27_7.ogg	151999
20170313-0900-PLENARY-14-en_20170313-21:48:27_11.ogg	127999
20170313-0900-PLENARY-14-en_20170313-21:48:27_9.ogg	127039
20170313-0900-PLENARY-14-en_20170313-21:48:27_8.ogg	89921
20170313-0900-PLENARY-14-en_20170313-21:48:27_6.ogg	241600
20170313-0900-PLENARY-14-en_20170313-21:48:27_10.ogg	229759
20170313-0900-PLENARY-14-en_20170313-21:48:27_4.ogg	87040
20170313-0900-PLENARY-14-en_20170313-21:48:27_14.ogg	208641
20170313-0900-PLENARY-14-en_20170313-21:48:27_2.ogg	259519
20170313-0900-PLENARY-14-en_20170313-21:48:27_12.ogg	219200
20130909-0900-PLENARY-17-en_20130909-20:54:22_6.ogg	150711
20130909-0900-PLENARY-17-en_20130909-20:54:22_4.ogg	87995
20130909-0900-PLENARY-17-en_20130909-20:54:22_5.ogg	461411
20130909-0900-PLENARY-17-en_20130909-20:54:22_7.ogg	665565
20130909-0900-PLENARY-17-en_20130909-21:23:58_11.ogg	132800
20100907-0900-PLENARY-5-en_20100907-12:55:03_4.ogg	126719
20100705-0900-PLENARY-18-en_20100705-22:38:51_12.ogg	200318
20100705-0900-PLENARY-18-en_20100705-22:38:51_10.ogg	255041
20100705-0900-PLENARY-18-en_20100705-22:38:51_6.ogg	157760
20100705-0900-PLENARY-18-en_20100705-22:38:51_2.ogg	379519
20100705-0900-PLENARY-18-en_20100705-22:38:51_11.ogg	140160
20100705-0900-PLENARY-18-en_20100705-22:35:56_2.ogg	78399
20100705-0900-PLENARY-18-en_20100705-22:35:56_3.ogg	153279
20100705-0900-PLENARY-18-en_20100705-22:35:56_4.ogg	231999
20100705-0900-PLENARY-18-en_20100705-22:35:56_5.ogg	158399
20100705-0900-PLENARY-18-en_20100705-22:35:56_6.ogg	164800
20140916-0900-PLENARY-19-en_20140916-22:04:17_11.ogg	236479
20140916-0900-PLENARY-19-en_20140916-22:04:17_2.ogg	242879
20140916-0900-PLENARY-19-en_20140916-22:04:17_8.ogg	341760
20140916-0900-PLENARY-19-en_20140916-22:04:17_13.ogg	55679
20140916-0900-PLENARY-19-en_20140916-22:04:17_15.ogg	225920
20140916-0900-PLENARY-19-en_20140916-22:04:17_12.ogg	127040
20140916-0900-PLENARY-19-en_20140916-22:04:17_7.ogg	220480
20140916-0900-PLENARY-19-en_20140916-22:04:17_14.ogg	75519
20140916-0900-PLENARY-19-en_20140916-22:04:17_9.ogg	199039
20140916-0900-PLENARY-19-en_20140916-22:04:17_10.ogg	183040
20140916-0900-PLENARY-19-en_20140916-22:04:17_3.ogg	281280
20140916-0900-PLENARY-19-en_20140916-22:04:17_16.ogg	203152
20140916-0900-PLENARY-19-en_20140916-22:25:19_5.ogg	296610
20140916-0900-PLENARY-19-en_20140916-22:25:19_3.ogg	398039
20140916-0900-PLENARY-19-en_20140916-22:25:19_1.ogg	112308
20140916-0900-PLENARY-19-en_20140916-22:35:30_2.ogg	103679
20140916-0900-PLENARY-19-en_20140916-22:35:30_6.ogg	46080
20140916-0900-PLENARY-19-en_20140916-22:35:30_7.ogg	167999
20140916-0900-PLENARY-19-en_20140916-22:35:30_8.ogg	24319
20160913-0900-PLENARY-16-en_20160913-17:59:24_8.ogg	316800
20160913-0900-PLENARY-16-en_20160913-18:18:25_1.ogg	29119
20160913-0900-PLENARY-16-en_20160913-18:18:25_2.ogg	428782
20160913-0900-PLENARY-16-en_20160913-18:18:25_7.ogg	73595
20160913-0900-PLENARY-16-en_20160913-18:18:25_10.ogg	187839
20160913-0900-PLENARY-16-en_20160913-18:16:00_2.ogg	592232
20140416-0900-PLENARY-18-en_20140416-20:56:31_18.ogg	53120
20140416-0900-PLENARY-18-en_20140416-20:56:31_7.ogg	42236
20140416-0900-PLENARY-18-en_20140416-20:56:31_16.ogg	95344
20140416-0900-PLENARY-18-en_20140416-20:56:31_9.ogg	110714
20140416-0900-PLENARY-18-en_20140416-20:56:31_14.ogg	315504
20140416-0900-PLENARY-18-en_20140416-20:56:31_12.ogg	69759
20140416-0900-PLENARY-18-en_20140416-20:56:31_3.ogg	54716
20140416-0900-PLENARY-18-en_20140416-20:56:31_5.ogg	262066
