/content/slue-toolkit/data/slue-voxceleb/fine-tune
id10059_229vKIGbxrI_00001.flac	67840
id10059_229vKIGbxrI_00002.flac	92800
id10059_229vKIGbxrI_00003.flac	90720
id10059_229vKIGbxrI_00004.flac	65119
id10059_229vKIGbxrI_00005.flac	67200
id10059_229vKIGbxrI_00006.flac	72320
id10059_229vKIGbxrI_00007.flac	200320
id10059_229vKIGbxrI_00008.flac	50400
id10059_229vKIGbxrI_00009.flac	152960
id10059_229vKIGbxrI_00010.flac	80640
id10059_229vKIGbxrI_00011.flac	60000
id10059_229vKIGbxrI_00012.flac	69760
id10059_229vKIGbxrI_00013.flac	89600
id10059_229vKIGbxrI_00014.flac	78720
id10059_229vKIGbxrI_00015.flac	102720
id10059_229vKIGbxrI_00016.flac	119040
id10059_229vKIGbxrI_00017.flac	138240
id10059_229vKIGbxrI_00018.flac	66560
id10059_229vKIGbxrI_00019.flac	88960
id10059_229vKIGbxrI_00020.flac	62080
id10059_2iL0P9T7pYY_00001.flac	94080
id10059_2iL0P9T7pYY_00002.flac	104640
id10059_2iL0P9T7pYY_00003.flac	93440
id10059_2iL0P9T7pYY_00004.flac	63360
id10059_2iL0P9T7pYY_00005.flac	69120
id10059_2iL0P9T7pYY_00006.flac	64160
id10059_2iL0P9T7pYY_00007.flac	69120
id10059_2iL0P9T7pYY_00008.flac	67680
id10059_2iL0P9T7pYY_00009.flac	88320
id10059_2iL0P9T7pYY_00010.flac	68640
id10059_2iL0P9T7pYY_00011.flac	96960
id10059_2iL0P9T7pYY_00012.flac	112480
id10059_2iL0P9T7pYY_00013.flac	64000
id10059_qM5FO3hHEbk_00001.flac	153600
id10059_qM5FO3hHEbk_00002.flac	103680
id10059_qM5FO3hHEbk_00003.flac	100480
id10059_qM5FO3hHEbk_00004.flac	69600
id10059_qM5FO3hHEbk_00005.flac	74080
id10059_qM5FO3hHEbk_00006.flac	116160
id10059_qM5FO3hHEbk_00007.flac	79360
id10059_qM5FO3hHEbk_00008.flac	149120
id10059_qM5FO3hHEbk_00009.flac	171520
id10059_qM5FO3hHEbk_00010.flac	75360
id10059_qM5FO3hHEbk_00011.flac	281120
id10059_qM5FO3hHEbk_00012.flac	74880
id10059_qM5FO3hHEbk_00013.flac	80000
